,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,Old Tbilisi (Старый город),$,Saburtalo,Авлобари,Дигоми,Gldani,Varketili,Didube,Nadzaladevi,€,Центр,Батуми,Кутаиси,desc_en
101,06-05-2020 04:39:14,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6294,160185,14398,429085,,5900,,,,,,,,,,,,180 gr marihuana persoalno
102,06-05-2020 04:39:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4907,124890,11226,334541,,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
103,06-05-2020 04:39:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8,203625,18303,545447,,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
104,06-05-2020 04:39:14,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9067,230775,20743,618174,,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
105,06-05-2020 04:40:14,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0194,5430,488,14545,,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
106,06-05-2020 04:40:14,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0213,5430,488,14545,,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
107,06-05-2020 04:40:14,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0267,6788,610,18182,,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
108,06-05-2020 04:40:14,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0213,5430,488,14545,,200,,,,,,,,,,,,Rabota na marki (kur'er)
109,06-05-2020 04:40:14,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6146,407250,36606,1090895,,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
110,06-05-2020 04:41:49,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0037,944,85,2532,,,,,,,,,,32,True,,,Batumi n-booom 2 shtuki
111,06-05-2020 04:41:49,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2347,59730,5369,159998,,2200,,,,,,,,,,True,,[100g] SPAIN HASH
112,06-05-2020 04:41:49,Batumi,A3I9,Joookerrr,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0065,1652,149,4431,,,,,,,,,,56,,True,,Marki N-VoooooM!!!! 4 shtuki
113,06-05-2020 04:41:49,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,7,Батуми,10 гр,0.0117,2987,268,8000,,110,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
114,06-05-2020 04:41:49,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 100 грамм ♥,,нет,1,Батуми,100 гр,0.0497,15599,1117,33900,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 100 gramm ♥
115,06-05-2020 04:41:49,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1657,51992,3722,112990,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
116,06-05-2020 04:41:49,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2624,82321,5893,178900,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
117,06-05-2020 04:41:50,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0097,2715,244,7273,,100,,,,,,,,,,True,,kur'er v Batumi
118,06-05-2020 04:41:50,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0242,6788,610,18182,,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
119,06-05-2020 04:41:50,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0242,6788,610,18182,,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
120,06-05-2020 04:41:50,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6146,407250,36606,1090895,,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
121,06-05-2020 04:41:50,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0533,13575,1220,36363,,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
122,06-05-2020 04:42:41,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.023,5973,537,16000,,220,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
123,06-05-2020 04:42:41,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0555,14118,1269,37818,,520,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
124,06-05-2020 04:42:41,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0408,10589,952,28363,,390,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
125,06-05-2020 04:42:41,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0213,5430,488,14545,,200,,,,,,,,,,,True,Rabota na marki (kur'er)
