,Unnamed: 0,time_stamp,region,sell_code,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Old Tbilisi (Старый город),Saburtalo,Didube,Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
28,28,16-07-2020 06:00:24,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,2,нет,Тбилиси,5 гр,0.0282,19116,7385,648,,True,270.0,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
29,29,16-07-2020 06:00:24,Tbilisi,8528108b62,5g. марихуана шишки Critical,,2,нет,Тбилиси,5 гр,0.0185,13806,5333,468,,True,195.0,,,,,,,,,,5g. marihuana shishki Critical
30,30,16-07-2020 06:00:24,Tbilisi,f374062dcd,Гашиш Твердый 5гр,,1,нет,Тбилиси,5 гр,0.0181,13452,5197,456,,True,190.0,,,,,,,,,,Gashish Tverdyj 5gr
31,31,16-07-2020 06:00:24,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,8,нет,Тбилиси,5 гр,0.0052,3894,1504,132,,True,55.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
32,32,16-07-2020 06:00:24,Tbilisi,fccfd69694,"Трим и низовые шишки, 5 г Trichome trim 5 g",,4,нет,Тбилиси,5 гр,0.0042,2832,1094,96,,True,40.0,,,,,,,,,,"Trim i nizovye shishki, 5 g Trichome trim 5 g"
33,33,16-07-2020 06:00:24,Tbilisi,c225d2f67d,Гашиш Евро 10гр,,2,нет,Тбилиси,10 гр,0.0456,31860,12308,1081,,True,450.0,,,,,,,,,,Gashish Evro 10gr
34,34,16-07-2020 06:01:02,Tbilisi,8528108b62,12g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0314,23364,9026,793,,True,330.0,,,,,,,,,,12g. marihuana shishki Critical
35,35,16-07-2020 06:01:02,Tbilisi,9610a68a0a,GABAGAMA 40 SHTUK,,1,нет,Тбилиси,40 гр,0.0052,3540,1368,120,,True,50.0,,,,,,,,,,GABAGAMA 40 SHTUK
36,36,16-07-2020 06:01:02,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.21100000000000002,141600,54700,4803,,True,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
37,37,16-07-2020 06:01:02,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0374,25060,9660,851,310.0,True,,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
38,38,16-07-2020 06:01:02,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,,нет,10,Тбилиси,2 гр,0.023,15576,6017,528,,True,220.0,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
39,39,16-07-2020 06:01:02,Tbilisi,f374062dcd,Кристаллы Синие мощные 3гр,,нет,1,Тбилиси,3 гр,0.0627,46728,18051,1585,,True,660.0,,,,,,,,,,Kristally Sinie moschnye 3gr
40,40,16-07-2020 06:01:02,Tbilisi,7f1273da70,марихуана пудра высокое качество 4грам,,нет,10,Тбилиси,4 гр,0.0062,4602,1778,156,,True,65.0,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
41,41,16-07-2020 06:01:02,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0261,17700,6838,600,,True,250.0,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
42,42,16-07-2020 06:01:02,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,4,Тбилиси,5 гр,0.0575,38940,15043,1321,,True,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,43,16-07-2020 06:01:02,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,2,6,Тбилиси,5 гр,0.0282,19116,7385,648,,True,270.0,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
44,44,16-07-2020 06:01:02,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0288,19470,7521,660,,True,275.0,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
45,45,16-07-2020 06:01:02,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.0251,16992,6564,576,,True,240.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,46,16-07-2020 06:01:02,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0293,19824,7658,672,,True,280.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,47,16-07-2020 06:01:02,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0282,19116,7385,648,,True,270.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,48,16-07-2020 06:01:02,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0208,15505,5990,526,,True,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,49,16-07-2020 06:01:02,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0282,19116,7385,648,,True,270.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,50,16-07-2020 06:01:02,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2551,190000,87429,6445,,True,,,,,,,,,,,reagent 25i nbome. 5gr
51,51,16-07-2020 06:01:02,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2852,212399,82050,7205,,,3000.0,True,,,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
52,52,16-07-2020 06:01:02,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,,нет,5,Тбилиси,5 гр,0.0523,35400,13675,1201,,True,500.0,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
53,53,16-07-2020 06:01:02,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,3,Тбилиси,5 гр,0.0241,16168,6232,549,200.0,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
54,54,16-07-2020 06:01:02,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0941,63720,24615,2161,,True,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
55,55,16-07-2020 06:01:02,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0575,38940,15043,1321,,True,550.0,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
56,56,16-07-2020 06:01:02,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0732,49560,19145,1681,,True,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,57,16-07-2020 06:01:02,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0439,29736,11487,1009,,True,420.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,58,16-07-2020 06:01:02,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0837,56640,21880,1921,,True,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,59,16-07-2020 06:01:02,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,,нет,10,Тбилиси,10 гр,0.0361,26904,10393,913,,True,380.0,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
60,60,16-07-2020 06:01:02,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2327,157530,60854,5344,,True,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
61,61,16-07-2020 06:01:02,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.053,35569,13710,1208,440.0,True,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
62,62,16-07-2020 06:01:02,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.047,31527,12152,1070,390.0,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
63,63,16-07-2020 06:01:02,Tbilisi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Тбилиси,11 гр,0.0481,32255,12433,1095,399.0,True,,,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
64,64,16-07-2020 06:01:02,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0618,46020,17778,1561,,True,650.0,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
65,65,16-07-2020 06:01:02,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.251,169920,65640,5764,,True,2400.0,,,,,,,,,,100 gr marijuana buds
66,66,16-07-2020 06:01:02,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2614,177000,68375,6004,,True,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,67,16-07-2020 06:01:02,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.617,417719,161365,14169,,True,5900.0,,,,,,,,,,180 gr marihuana persoalno
68,68,16-07-2020 06:01:52,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8887,601798,232475,20414,,True,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
69,69,16-07-2020 06:01:52,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.019,14160,5470,480,,True,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
70,70,16-07-2020 06:01:52,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0261,17700,6838,600,,True,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,71,16-07-2020 06:01:52,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0209,14160,5470,480,,True,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,72,16-07-2020 06:01:52,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0261,17700,6838,600,,True,250.0,,,,,,,,,,Rabota na marki (kur'er)
73,73,16-07-2020 06:01:52,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0523,35400,13675,1201,,True,500.0,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
74,74,16-07-2020 06:01:52,Tbilisi,ae784bef73,Работа курьером,,нет,1,Тбилиси,10 гр,0.0209,14160,5470,480,,True,200.0,,,,,,,,,,Rabota kur'erom
75,75,16-07-2020 06:01:52,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5825,1061997,410250,36024,,True,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
76,76,16-07-2020 06:01:52,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0523,35400,13675,1201,,,500.0,True,,,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
77,77,16-07-2020 06:03:30,Batumi,f8a875c191,METADON - 0.30 - SALE,,2,5,Батуми,0.3 гр,0.0317,21240,8205,720,,,300.0,,,,,,,True,,,METADON - 0.30 - SALE
78,78,16-07-2020 06:03:30,Batumi,75738ec358,ASTRAL 1g,,4,нет,Батуми,1 гр,0.0076,5664,2188,192,,,80.0,,,,,,,True,,,ASTRAL 1g
79,79,16-07-2020 06:03:30,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,10,нет,Батуми,2 гр,0.0044,2974,1149,101,,,42.0,,,,,,,True,,,Melkie shishki (Indica) 2g
80,80,16-07-2020 06:03:30,Batumi,75738ec358,ASTRAL 3g,,2,нет,Батуми,3 гр,0.0257,19116,7385,648,,,270.0,,,,,,,True,,,ASTRAL 3g
81,81,16-07-2020 06:03:30,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0373,25060,9660,851,310.0,,,,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
82,82,16-07-2020 06:03:30,Batumi,7c2ccfb3f3,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0333,24780,9573,841,,,350.0,,,,,,,True,,,Mefedron 3g
83,83,16-07-2020 06:03:30,Batumi,7c2ccfb3f3,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0399,29736,11487,1009,,,420.0,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
84,84,16-07-2020 06:03:30,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.053,35569,13710,1208,440.0,,,,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
85,85,16-07-2020 06:03:30,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.047,31527,12152,1070,390.0,,,,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
86,86,16-07-2020 06:03:30,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0481,32255,12433,1095,399.0,,,,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
87,87,16-07-2020 06:03:30,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1669,112990,51992,3833,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
88,88,16-07-2020 06:03:30,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2642,178900,82321,6068,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
89,89,16-07-2020 06:03:30,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7080,2735,240,,,100.0,,,,,,,True,,,kur'er v Batumi
90,90,16-07-2020 06:03:30,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0238,17700,6838,600,,,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
91,91,16-07-2020 06:03:30,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0238,17700,6838,600,,,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
92,92,16-07-2020 06:03:30,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0209,14160,5470,480,,,200.0,,,,,,,True,,,Kur'er Batumi na marihuanu
93,93,16-07-2020 06:03:30,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5825,1061997,410250,36024,,,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
94,94,16-07-2020 06:03:30,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0523,35400,13675,1201,,,500.0,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
95,95,16-07-2020 06:05:04,Kutaisi,b7446e2cca,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.441,298775,115417,10135,,,4220.0,,,,,,,,,True,CUSTOM Shishki 230g 3in1
