,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Gldani,€,Nadzaladevi,Old Tbilisi (Старый город),Дигоми,Авлобари,Батуми,Центр,Кутаиси,desc_en
27,27,15-04-2020 01:22:55,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0271,14590,5453,490,199.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
28,28,15-04-2020 01:22:55,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0415,23461,8768,788,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
29,29,15-04-2020 01:22:55,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0401,21995,8220,738,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
30,30,15-04-2020 01:22:55,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,5,нет,Тбилиси,5 гр,0.0239,12830,4795,431,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
31,31,15-04-2020 01:22:55,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.027000000000000003,14516,5425,487,198.0,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
32,32,15-04-2020 01:22:55,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,5 гр,0.0068,4032,1507,135,55.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
33,33,15-04-2020 01:22:55,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0539,29253,10933,982,399.0,,,,,,,True,,,,,"10g. Shishki Amnesia Haze, Sativa"
34,34,15-04-2020 01:22:55,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0493,26760,10001,898,365.0,,True,,,,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
35,35,15-04-2020 01:24:00,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,10 гр,0.0104,6232,2329,209,85.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
36,36,15-04-2020 01:24:00,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0518,29326,10960,985,400.0,,,,,,,,,,,,gashish evro 10g
37,37,15-04-2020 01:24:00,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.1006,56966,21290,1912,777.0,,,,,,,,,,,,Gashish Evro 20gr
38,38,15-04-2020 01:24:00,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2454,146630,54800,4923,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,39,15-04-2020 01:24:00,Tbilisi,f8a875c191,METADON - 0.27 G.,True,нет,2,Тбилиси,0.27 гр,0.0309,16643,6220,559,227.0,,,,,,,,,,,,METADON - 0.27 G.
40,40,15-04-2020 01:24:00,Tbilisi,2f51af8159,"VHQ Cocaine Medelins Cartel 0,5 g SALE",,нет,3,Тбилиси,0.5 гр,0.0112,6085,2274,204,83.0,True,,,,,,,,,,,"VHQ Cocaine Medelins Cartel 0,5 g SALE"
41,41,15-04-2020 01:24:00,Tbilisi,2f51af8159,1 штука Ecstasy grey duracell 240 mg NEW!,,нет,3,Тбилиси,1 гр,0.005,2713,1014,91,37.0,True,,,,,,,,,,,1 shtuka Ecstasy grey duracell 240 mg NEW!
42,42,15-04-2020 01:24:00,Tbilisi,2f51af8159,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE,,нет,5,Тбилиси,1 гр,0.006999999999999999,3812,1425,128,52.0,True,,,,,,,,,,,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE
43,43,15-04-2020 01:24:00,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 1g. акция -20% при оплате бтк!!!,True,4,10,Тбилиси,1 гр,0.0398,26760,10001,898,365.0,,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -20% pri oplate btk!!!
44,44,15-04-2020 01:24:00,Tbilisi,2f51af8159,Ketamine 0.5 + MDMA 0.5 Combo,,нет,1,Тбилиси,1 гр,0.0196,10631,3973,357,145.0,True,,,,,,,,,,,Ketamine 0.5 + MDMA 0.5 Combo
45,45,15-04-2020 01:24:00,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 1 грамм (порошок),True,нет,1,Тбилиси,1 гр,0.0134,8012,2995,270,,,,,100.0,,,,,,,,Buprenorfin!!! Analog suboteksa!!! 1 gramm (poroshok)
46,46,15-04-2020 01:24:00,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,2,Тбилиси,2 гр,0.0503,27053,10111,908,369.0,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
47,47,15-04-2020 01:24:00,Tbilisi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Тбилиси,3 гр,0.0405,24194,9042,812,330.0,True,,,,,,,,,,,Sk sinij kris ochen' sil'nyj 3gr
48,48,15-04-2020 01:24:00,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0804,43256,16166,1452,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
49,49,15-04-2020 01:24:00,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.054000000000000006,29326,10960,985,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
50,50,15-04-2020 01:24:00,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0216,11730,4384,394,160.0,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
51,51,15-04-2020 01:24:00,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0742,40323,15070,1354,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
52,52,15-04-2020 01:24:00,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0229,12464,4658,418,170.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
53,53,15-04-2020 01:24:00,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0269,14590,5453,490,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,54,15-04-2020 01:24:00,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0269,14590,5453,490,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
55,55,15-04-2020 01:24:00,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0269,16056,6001,539,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,56,15-04-2020 01:24:00,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0269,14590,5453,490,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,57,15-04-2020 01:24:00,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0516,28042,10483,944,,,,,350.0,,,,,,,,MDMA 5 gr!!!
58,58,15-04-2020 01:24:00,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.318,190000,87429,6360,,,,,,,,,,,,,reagent 25i nbome. 5gr
59,59,15-04-2020 01:24:00,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3681,219945,82200,7384,3000.0,,,,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,60,15-04-2020 01:24:00,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1185,63711,23811,2139,869.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,61,15-04-2020 01:24:00,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0259,13930,5206,468,190.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,62,15-04-2020 01:24:00,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0667,35851,13399,1204,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
63,63,15-04-2020 01:24:00,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0258,13857,5179,465,189.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
64,64,15-04-2020 01:24:00,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1215,65984,24660,2215,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
65,65,15-04-2020 01:24:00,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0945,51321,19180,1723,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
66,66,15-04-2020 01:24:00,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0432,23461,8768,788,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
67,67,15-04-2020 01:25:13,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1078,58652,21920,1969,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,68,15-04-2020 01:25:13,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2998,163126,60965,5476,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
69,69,15-04-2020 01:25:13,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,True,5,3,Тбилиси,10 гр,0.0147,8012,2995,270,,,,,100.0,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
70,70,15-04-2020 01:25:13,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.1972,106233,39703,3566,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
71,71,15-04-2020 01:25:13,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0502,27053,10111,908,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
72,72,15-04-2020 01:25:13,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0407,21921,8193,736,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
73,73,15-04-2020 01:25:13,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,5,Тбилиси,20 гр,0.0546,29693,11097,997,405.0,True,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
74,74,15-04-2020 01:25:13,Tbilisi,28bf667d16,Cocaine Fishscale 20g,True,нет,1,Тбилиси,20 гр,0.4418,240400,89845,8071,3279.0,,,,,,,,,,,,Cocaine Fishscale 20g
75,75,15-04-2020 01:25:13,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0815,43916,16413,1474,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
76,76,15-04-2020 01:25:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1482,80647,30140,2707,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
77,77,15-04-2020 01:25:13,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3234,175956,65760,5907,2400.0,,,,,,,,,,,,100 gr marijuana buds
78,78,15-04-2020 01:25:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2695,146630,54800,4923,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,79,15-04-2020 01:25:13,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2722,146630,54800,4923,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
80,80,15-04-2020 01:25:13,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3369,183288,68500,6153,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,81,15-04-2020 01:25:13,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.795,432559,161660,14522,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
82,82,15-04-2020 01:25:13,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4244,230942,86310,7753,3150.0,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
83,83,15-04-2020 01:25:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6198,337249,126040,11322,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
84,84,15-04-2020 01:25:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0106,549863,205500,18460,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
85,85,15-04-2020 01:25:13,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1453,623178,232900,20921,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,86,15-04-2020 01:25:13,Tbilisi,83f3d55917,!!!Вызиваем опитного курера в команду !!!.,True,1,нет,Тбилиси,1 гр,0.0123,7000,3221,234,,,,,,,,,,,,,!!!Vyzivaem opitnogo kurera v komandu !!!.
87,87,15-04-2020 01:25:13,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0245,14663,5480,492,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,15-04-2020 01:25:13,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.027000000000000003,14663,5480,492,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
89,89,15-04-2020 01:25:13,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0337,18329,6850,615,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
90,90,15-04-2020 01:25:13,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0396,1099725,411000,36920,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
91,91,15-04-2020 01:27:16,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2964,161293,60280,5398,2200.0,,,,,,,,,True,,,[100g] SPAIN HASH
92,92,15-04-2020 01:27:16,Batumi,54915c4374,MDMA 0.5 грам.,,нет,8,Батуми,0.5 гр,0.0101,5499,2055,184,75.0,,,,,,,,,True,,,MDMA 0.5 gram.
93,93,15-04-2020 01:27:16,Batumi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Батуми,3 гр,0.0404,24194,9042,810,330.0,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
94,94,15-04-2020 01:27:16,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки!!!,,нет,20,Батуми,4 гр,0.0088,4807,1797,161,,,,,60.0,,,,,True,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki!!!
95,95,15-04-2020 01:27:16,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,,нет,9,Батуми,10 гр,0.0147,8012,2995,268,,,,,100.0,,,,,True,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
96,96,15-04-2020 01:27:16,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2722,146630,54800,4907,2000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
97,97,15-04-2020 01:27:16,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0123,7332,2740,245,100.0,,,,,,,,,True,,,kur'er v Batumi
98,98,15-04-2020 01:27:16,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0306,18329,6850,613,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
99,99,15-04-2020 01:27:16,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0306,18329,6850,613,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
100,100,15-04-2020 01:27:16,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0396,1099725,411000,36803,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
101,101,15-04-2020 01:27:16,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0674,36658,13700,1227,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
102,102,15-04-2020 01:29:10,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0193,10631,3973,356,145.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
