,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
108,06-02-2020 21:34:29,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.018,12560,4960,431,200,,,,,,,,,Trebuetsja Kur'er
109,06-02-2020 21:34:29,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0198,12560,4960,431,200,,,,,,,,,Trebuetsja sotrudnik
110,06-02-2020 21:34:29,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0198,12560,4960,431,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
111,06-02-2020 21:34:29,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0248,15699,6200,539,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
112,06-02-2020 21:34:29,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.499,941966,372000,32310,15000,,,,,,,,,Vakansija optovogo kur'era na mef
113,06-02-2020 21:35:52,Batumi,XHR,420Factory,Power Africa 1g,,2,нет,Батуми,1 гр,0.0045,3140,1240,108,50,,,,,,True,,,Power Africa 1g
114,06-02-2020 21:35:52,Batumi,XHR,420Factory,Power Africa 2g,,1,нет,Батуми,2 гр,0.0077,5338,2108,183,85,,,,,,,True,,Power Africa 2g
115,06-02-2020 21:35:52,Batumi,2PSS,DonDRAKON,speedi+ 2g,,1,нет,Батуми,2 гр,0.0081,5652,2232,194,90,,,,,,True,,,speedi+ 2g
116,06-02-2020 21:35:52,Batumi,2PSS,DonDRAKON,"Combo: bruce lee, wembley, speedi+ (3g)",,4,нет,Батуми,3 гр,0.0135,9420,3720,323,150,,,,,,True,,,"Combo: bruce lee, wembley, speedi+ (3g)"
117,06-02-2020 21:35:52,Batumi,SM7B,SWEETWEED,Гашиш Евро 4гр,,1,нет,Батуми,4 гр,0.0194,12560,4960,431,200,,,,,,True,,,Gashish Evro 4gr
118,06-02-2020 21:35:52,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,5,10,Батуми,0.27 гр,0.0227,14255,5630,489,227,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
119,06-02-2020 21:35:52,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,1,19,Батуми,5 гр,0.018,12560,4960,431,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
120,06-02-2020 21:35:53,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0941,59658,23560,2046,950,,,,,,True,,,Hybrid Skunk! 50 gr
121,06-02-2020 21:35:53,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1783,113036,44640,3877,1800,,,,,,True,,,Hybrid Skunk! 100 gr
122,06-02-2020 21:35:53,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3001,188393,74400,6462,3000,,,,,,True,,,SUBOXIN - HQ - 100 G.
123,06-02-2020 21:35:53,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2501,156994,62000,5385,2500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
124,06-02-2020 21:35:53,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.01,6280,2480,215,100,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
125,06-02-2020 21:35:53,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3140,1240,108,50,,,,,,True,,,kur'er v Batumi
126,06-02-2020 21:35:53,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3140,1240,108,50,,,,,,True,,,Vakansija Kur'era v Batumi
127,06-02-2020 21:35:53,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0072,5000,2301,171,,,,,,,True,,,Vakansija Kur'era v Batumi
128,06-02-2020 21:35:53,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0225,15699,6200,539,250,,,,,,True,,,Ischu kur'era v Gruzii!
129,06-02-2020 21:35:53,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4994,941966,372000,32310,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
130,06-02-2020 21:35:53,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0495,31399,12400,1077,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
131,06-02-2020 21:37:06,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,3,Кутаиси,1 гр,0.0037,2324,918,80,37,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
132,06-02-2020 21:37:06,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.0105,6594,2604,226,105,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
133,06-02-2020 21:37:06,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 5g",,нет,3,Кутаиси,5 гр,0.016,10048,3968,345,160,,,,,,,,True,"Shishki/Weeds OG Kush, 5g"
134,06-02-2020 21:37:06,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.01,6280,2480,215,100,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
