,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Дигоми,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
105,105,05-02-2020 03:23:04,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0386,25310,9995,857,399.0,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
106,106,05-02-2020 03:23:04,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.237,141141,55736,4779,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
107,107,05-02-2020 03:23:04,Tbilisi,dd631c4acf,️‍🌈10. LSD 200ug.🌈,True,нет,3,Тбилиси,10 гр,0.0343,20236,7991,685,319.0,,,,,,,,,,,️‍🌈10. LSD 200ug.🌈
108,108,05-02-2020 03:23:04,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0869,51255,20240,1736,808.0,,,,,,,,,,,💘✨10gram MDMA ✨💘
109,109,05-02-2020 03:23:04,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3195,209333,82665,7088,3300.0,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
110,110,05-02-2020 03:23:04,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0613,38061,15030,1289,600.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
111,111,05-02-2020 03:23:04,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1162,76121,30060,2578,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
112,112,05-02-2020 03:23:04,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.092,57091,22545,1933,900.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
113,113,05-02-2020 03:23:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1278,76121,30060,2578,1200.0,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
114,114,05-02-2020 03:23:04,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.1012,60262,23798,2041,950.0,,,,,,,,,,,Hybrid Skunk! 50 gr
115,115,05-02-2020 03:23:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.213,126868,50100,4296,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
116,116,05-02-2020 03:23:04,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1917,114182,45090,3866,1800.0,,,,,,,,,,,Hybrid Skunk! 100 gr
117,117,05-02-2020 03:23:04,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2663,158586,62625,5370,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
118,118,05-02-2020 03:23:04,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0416,27277,10772,924,430.0,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
119,119,05-02-2020 03:23:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.49,291797,115230,9881,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
120,120,05-02-2020 03:23:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7988,475757,187875,16110,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
121,121,05-02-2020 03:23:04,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9054,539191,212925,18258,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
122,122,05-02-2020 03:23:04,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0194,12687,5010,430,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
123,123,05-02-2020 03:23:04,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0194,12687,5010,430,200.0,,,,,,,,,,,Trebuetsja Kur'er
124,124,05-02-2020 03:23:04,Tbilisi,16dfc5477e,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0213,12687,5010,430,200.0,,,,,,,,,,,Trebuetsja sotrudnik
125,125,05-02-2020 03:23:04,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0213,12687,5010,430,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
126,126,05-02-2020 03:23:04,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0266,15859,6263,537,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
127,127,05-02-2020 03:23:04,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6122,951513,375750,32220,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
128,128,05-02-2020 03:24:35,Batumi,012f23b5ea,Power Africa 1g,,2,нет,Батуми,1 гр,0.0048,3172,1253,107,50.0,,,,,,,,True,,,Power Africa 1g
129,129,05-02-2020 03:24:35,Batumi,d50134d8a6,zkittlez 1g,,5,нет,Батуми,1 гр,0.0044,2855,1127,97,45.0,,,,,,,,True,,,zkittlez 1g
130,130,05-02-2020 03:24:35,Batumi,d50134d8a6,speedi+ 2g,,5,нет,Батуми,2 гр,0.0087,5709,2255,193,90.0,,,,,,,,True,,,speedi+ 2g
131,131,05-02-2020 03:24:35,Batumi,d4df7908c3,"Шишки OGKZ, 3гр.",,1,нет,Батуми,3 гр,160.4119,94516958,37324500,3200520,1490000.0,,,,,,,,,True,,"Shishki OGKZ, 3gr."
132,132,05-02-2020 03:24:35,Batumi,c225d2f67d,Гашиш Евро 4гр,,1,нет,Батуми,4 гр,0.0209,12687,5010,430,200.0,,,,,,,,True,,,Gashish Evro 4gr
133,133,05-02-2020 03:24:35,Batumi,16be2c8499,Мощные жирные марки 25i nbome 50шт. Готовые клады в Грузии от производителя!,,1,нет,Батуми,50 гр,0.0329,21568,8517,730,340.0,,,,,,,,True,,,Moschnye zhirnye marki 25i nbome 50sht. Gotovye klady v Gruzii ot proizvoditelja!
134,134,05-02-2020 03:24:35,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G,,5,10,Батуми,0.27 гр,0.0269,15859,6263,537,250.0,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G
135,135,05-02-2020 03:24:35,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,3,19,Батуми,5 гр,0.0194,12687,5010,430,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
136,136,05-02-2020 03:24:35,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.1013,60262,23798,2041,950.0,,,,,,,,True,,,Hybrid Skunk! 50 gr
137,137,05-02-2020 03:24:35,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1919,114182,45090,3866,1800.0,,,,,,,,True,,,Hybrid Skunk! 100 gr
138,138,05-02-2020 03:24:35,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.32299999999999995,190303,75150,6444,3000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
139,139,05-02-2020 03:24:35,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2691,158586,62625,5370,2500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
140,140,05-02-2020 03:24:35,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0108,6343,2505,215,100.0,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
141,141,05-02-2020 03:24:35,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0048,3172,1253,107,50.0,,,,,,,,True,,,kur'er v Batumi
142,142,05-02-2020 03:24:35,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0048,3172,1253,107,50.0,,,,,,,,True,,,Vakansija Kur'era v Batumi
143,143,05-02-2020 03:24:35,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0076,5000,2301,169,,,,,,,,,True,,,Vakansija Kur'era v Batumi
144,144,05-02-2020 03:24:35,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0242,15859,6263,537,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
145,145,05-02-2020 03:24:35,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6134,951513,375750,32220,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
146,146,05-02-2020 03:24:35,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0533,31717,12525,1074,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
147,147,05-02-2020 03:25:27,Kutaisi,d4df7908c3,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,4,Кутаиси,1 гр,0.004,2347,927,79,37.0,,,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
148,148,05-02-2020 03:25:27,Kutaisi,d4df7908c3,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.0113,6661,2630,226,105.0,,,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
149,149,05-02-2020 03:25:27,Kutaisi,d4df7908c3,"Шишки/Weeds OG Kush, 5g",,нет,3,Кутаиси,5 гр,0.0172,10149,4008,344,160.0,,,,,,,,,,True,"Shishki/Weeds OG Kush, 5g"
150,150,05-02-2020 03:25:27,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0108,6343,2505,215,100.0,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
